bitrate_Mbit,psnr_dB,ssim,lpips,qp,label_or_folder
12.790536,31.7833386,0.9214768,0.2274984,20,qp20
9.496008,31.717582399999998,0.9203062,0.23434239999999998,26,qp26
6.54216,31.5749618,0.9171622000000001,0.24568279999999998,32,qp32
4.349944,31.278894200000003,0.9107571999999999,0.26367140000000006,38,qp38
2.858888,30.6084742,0.8974401999999999,0.2905906,44,qp44
