bitrate_Mbit,psnr_dB,ssim,lpips,qp,label_or_folder
6.314984,31.6439238,0.9149814,0.256706,28,qp28
3.165232,31.246900600000004,0.9085927999999999,0.2768038,32,qp32
1.716024,30.6930908,0.8957272,0.3088146,36,qp36
0.984384,29.763572399999997,0.876206,0.3441546,40,qp40
0.57592,28.5881032,0.8492531999999999,0.385654,44,qp44
